,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price,year,month,house_soldtime
9642,4,2.25,2570,11070,2.0,0,0,4,8,2570,0,2210,9600,479950,2015,Apr,8
9643,5,1.75,2980,53578,1.0,0,0,4,9,2230,750,2860,75546,575000,2014,Sep,9
9644,4,2.25,2360,7733,2.0,0,0,3,8,2360,0,2160,7733,392000,2015,Feb,8
9645,4,2.25,2310,36136,2.0,0,0,4,9,2310,0,3930,36136,760500,2015,Feb,8
9646,3,2.5,2300,9521,2.0,0,0,3,8,2300,0,3020,10042,435000,2014,Jun,9
9647,4,2.75,2810,8570,2.0,0,0,3,10,2810,0,2810,9621,1570000,2014,Aug,9
9648,4,1.5,2040,10488,1.0,0,0,3,7,1190,850,1960,10488,261000,2014,Dec,9
9649,3,2.25,3290,5000,2.0,0,0,3,9,2730,560,2340,4000,1480000,2015,May,8
9650,7,4.0,2960,2665,2.0,0,0,3,9,1950,1010,1970,4410,853800,2015,Apr,8
9651,3,2.5,2670,10496,2.0,0,0,3,9,2670,0,2490,8636,657500,2014,May,9
9652,4,2.5,2530,9933,2.0,0,2,3,8,2010,520,2140,9933,331950,2014,May,9
9653,3,1.75,1720,5899,1.0,0,1,3,8,1220,500,1900,6244,514000,2014,Jun,9
9654,3,3.5,3090,27598,2.0,0,2,4,9,2020,1070,2180,17085,496000,2014,Sep,9
9655,4,2.5,3930,21894,2.0,0,0,3,11,3930,0,3930,20000,1090000,2015,Feb,8
9656,3,1.0,1120,5200,1.0,0,0,5,7,1120,0,1690,5200,195700,2014,Nov,9
9657,4,2.25,3960,8640,2.0,0,2,3,9,2630,1330,3850,8640,1400000,2014,Jul,9
9658,4,3.25,4060,20822,2.0,0,0,3,10,4060,0,4170,23958,1180000,2014,Dec,9
9659,3,2.5,2350,9648,1.0,0,0,4,9,2350,0,2320,10512,643403,2014,Sep,9
9660,4,2.5,2380,7066,2.0,0,0,4,7,2380,0,2310,8127,357000,2014,May,9
9661,3,1.75,1480,8163,1.0,0,0,3,7,1040,440,2170,11124,865000,2015,Apr,8
9662,3,2.5,2930,9280,2.0,0,0,4,10,2930,0,2730,10090,905000,2014,Nov,9
9663,3,1.5,1290,7100,1.0,0,0,3,6,1290,0,1300,7183,265000,2014,Oct,9
9664,2,2.5,2730,7246,2.0,0,0,3,9,2730,0,3220,7214,535000,2014,Dec,9
9665,3,1.0,1290,5440,1.0,0,0,4,6,790,500,1220,5464,450000,2014,Aug,9
9666,4,2.5,2170,7533,2.0,0,0,3,8,2170,0,2170,8728,460500,2015,Feb,8
9667,4,1.75,1850,8580,1.0,0,0,3,7,1140,710,2210,9240,315000,2014,Nov,9
9668,4,2.5,2110,13939,1.0,0,0,3,8,1270,840,2140,8882,607500,2015,Feb,8
9669,2,1.0,960,3235,1.0,0,0,4,7,960,0,1290,2069,432000,2015,Jan,8
9670,3,4.0,3910,5350,2.0,0,2,5,10,2610,1300,2890,5350,1700000,2015,Feb,8
9671,4,2.5,2590,6139,2.0,0,0,3,8,2590,0,2410,6139,479000,2014,Aug,9
9672,5,2.75,3080,6600,2.0,0,0,3,9,3080,0,3080,6600,475000,2015,Mar,8
9673,3,1.0,1630,8146,1.0,0,0,3,7,1630,0,1480,8146,415000,2014,Nov,9
9674,2,1.0,910,5000,1.0,0,0,4,6,910,0,1480,5000,450000,2014,Aug,9
9675,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,3150,15542,1140000,2014,Jul,9
9676,5,3.0,3880,8432,2.0,0,0,3,7,3880,0,2620,5623,430000,2014,Sep,9
9677,3,1.75,1360,10742,1.0,0,0,5,7,960,400,1830,9000,296000,2014,Sep,9
9678,4,2.25,2560,8927,1.0,0,0,3,7,1790,770,1920,9669,303000,2014,Jul,9
9679,4,2.5,2600,6015,2.0,0,0,3,8,2600,0,2910,5305,641000,2014,Oct,9
9680,3,2.25,1220,5739,1.0,0,0,3,7,790,430,1870,5739,280000,2015,Feb,8
9681,3,2.0,1560,9635,1.0,0,0,3,7,1260,300,1570,8276,260750,2014,Aug,9
9682,4,2.5,2080,5191,2.0,0,0,3,8,2080,0,2170,5518,601000,2014,Nov,9
9683,3,1.5,1490,6604,1.0,0,0,4,6,1490,0,1330,6604,255000,2014,Aug,9
9684,4,2.75,2020,10720,1.0,0,0,4,8,1420,600,2190,10164,555000,2014,Jun,9
9685,3,1.5,1530,10827,1.0,0,0,4,8,1530,0,2050,10827,865000,2014,Nov,9
9686,4,2.5,3450,17400,1.5,0,0,4,9,2180,1270,3770,19530,1390000,2014,Sep,9
9687,3,2.25,1400,31626,1.0,0,0,2,7,1140,260,1680,35093,315000,2014,May,9
9688,2,1.0,1730,9610,1.0,0,0,3,7,1380,350,1310,9812,200000,2014,Jun,9
9689,3,1.0,1370,6450,1.0,0,0,3,7,1370,0,1550,6898,357000,2014,Nov,9
9690,2,1.5,1050,934,2.0,0,0,3,8,960,90,1470,1885,390000,2014,Dec,9
9691,5,1.75,2840,10220,1.0,0,0,4,7,2210,630,2000,9750,462000,2014,Jul,9
9692,2,1.0,1010,5200,1.0,0,0,3,7,1010,0,1580,7500,174500,2014,May,9
9693,2,1.0,1210,7140,1.5,0,0,3,6,1210,0,1150,7376,305000,2015,Feb,8
9694,5,1.75,1720,14040,1.0,0,0,4,8,1150,570,1750,7800,449000,2015,Feb,8
9695,3,2.0,2710,5000,2.0,0,0,3,6,2710,0,850,5000,260000,2014,Aug,9
9696,4,2.5,3110,6142,2.0,0,0,3,9,3110,0,3200,6826,751000,2014,May,9
9697,2,1.0,1250,9270,1.0,0,0,4,7,1250,0,1130,6800,370037,2015,Apr,8
9698,3,1.75,1900,8910,2.0,0,0,4,7,1900,0,1610,8586,229950,2014,Aug,9
9699,3,1.75,1740,7682,1.0,0,0,3,8,1330,410,2010,8820,349000,2015,Apr,8
9700,4,2.5,2070,3808,2.0,0,0,3,8,2070,0,1900,2992,348000,2015,Jan,8
9701,3,3.25,3030,5600,2.0,0,2,3,9,2220,810,2040,6600,1220000,2015,Apr,8
9702,4,3.0,3610,18948,2.0,0,0,3,10,3610,0,3568,18948,510000,2015,Jan,8
9703,3,1.5,1520,6805,1.0,0,0,4,7,1040,480,1440,7041,265000,2015,Mar,8
9704,3,2.75,2780,4815,3.0,0,2,3,10,2780,0,2820,5000,1250000,2014,Oct,9
9705,4,4.0,5545,871200,2.0,0,0,3,11,3605,1940,3420,871200,937500,2015,Jan,8
9706,3,1.75,2590,8384,1.0,0,0,4,8,1590,1000,2590,8800,485000,2014,Aug,9
9707,4,1.0,1150,5217,1.5,0,0,3,7,1150,0,1220,5217,489000,2015,Mar,8
9708,2,1.0,920,5120,1.0,0,0,5,7,920,0,1190,5120,400000,2015,Jan,8
9709,3,2.5,2110,3600,2.0,0,0,3,9,2110,0,2540,4384,638000,2014,Jun,9
9710,3,1.75,1170,8740,1.0,0,0,4,7,1170,0,1870,8448,440000,2014,Jun,9
9711,6,2.0,1900,8240,1.0,0,0,2,7,1200,700,1900,8240,305000,2014,Jun,9
9712,6,2.0,1900,8240,1.0,0,0,2,7,1200,700,1900,8240,649950,2015,Mar,8
9713,4,2.5,3290,6012,2.0,0,0,3,9,3290,0,3210,6005,680000,2015,Feb,8
9714,4,2.5,2660,22050,2.0,0,0,3,9,2660,0,3060,21111,629000,2014,Jul,9
9715,3,2.5,2160,7584,2.0,0,0,3,8,2160,0,2160,7372,555000,2014,Sep,9
9716,4,2.75,2700,35362,2.0,0,0,5,8,2700,0,2810,35915,669000,2014,Jun,9
9717,3,2.5,1980,6608,2.0,0,0,3,8,1980,0,2150,7495,272000,2014,Aug,9
9718,4,2.25,2600,9900,1.0,0,0,3,7,1600,1000,1770,11250,270000,2014,Jun,9
9719,3,1.0,1280,9775,1.0,0,0,3,6,1280,0,1230,8750,215000,2015,Jan,8
9720,3,1.5,1710,17707,1.0,0,0,4,7,1180,530,2590,9508,690000,2015,Apr,8
9721,4,1.75,1270,6825,1.0,0,2,3,7,1270,0,1800,6930,256000,2015,Mar,8
9722,3,2.25,1890,7314,1.0,0,0,3,7,1100,790,1520,7676,255000,2015,Mar,8
9723,7,4.0,3440,8100,2.0,0,0,3,7,3440,0,1420,1560,550000,2014,May,9
9724,3,1.0,1190,5280,1.0,0,0,4,7,1190,0,1280,5280,410000,2015,May,8
9725,2,1.0,1030,4366,1.0,0,0,3,7,1030,0,1890,4499,410000,2014,Nov,9
9726,3,1.75,1240,4000,1.0,0,0,3,7,1240,0,1570,4586,259000,2014,Jul,9
9727,3,1.0,1730,21183,1.0,0,0,3,7,1030,700,1610,13000,292000,2015,Mar,8
9728,4,3.5,4610,12500,2.0,0,2,3,11,4610,0,2340,11538,1650000,2014,Aug,9
9729,5,1.0,1590,5000,1.5,0,0,3,7,1190,400,1590,5000,518000,2014,Nov,9
9730,3,2.5,1760,3097,2.0,0,0,3,8,1760,0,1760,3285,485000,2015,Mar,8
9731,3,2.0,1330,35060,1.0,0,0,3,7,1330,0,1660,35100,259500,2015,Mar,8
9732,4,2.5,2340,5420,2.0,0,0,3,8,2340,0,2420,6252,354000,2015,Apr,8
9733,3,2.25,3740,22464,2.0,0,0,5,8,2330,1410,2680,19564,999950,2015,Mar,8
9734,3,1.75,1150,10466,1.0,0,0,5,7,1150,0,1350,10384,464500,2014,Jun,9
9735,3,2.5,1750,4200,2.0,0,0,3,7,1750,0,1890,4048,300000,2014,Aug,9
9736,3,2.75,3890,7216,2.0,0,1,3,8,3260,630,2490,9920,1080000,2014,Jul,9
9737,4,2.5,1770,6666,2.0,0,0,3,7,1770,0,1780,6666,309950,2014,Jul,9
9738,3,1.0,1160,3700,1.5,0,0,3,7,1160,0,1340,3750,315000,2014,Sep,9
9739,3,1.0,1440,5580,1.5,0,0,3,7,1440,0,2010,5580,499950,2014,Jul,9
9740,4,2.0,2600,4800,1.0,0,2,3,8,1400,1200,2050,3505,780000,2014,Jul,9
9741,3,3.25,2640,16090,1.0,0,2,4,8,1960,680,3690,15000,885000,2014,Nov,9
9742,2,1.0,1010,3885,1.5,0,0,4,7,1010,0,1770,4200,500000,2014,May,9
9743,3,2.0,1840,6755,1.0,0,2,3,8,1840,0,1790,6459,329000,2014,Dec,9
9744,4,1.75,1720,7455,1.0,0,0,4,7,1020,700,1720,7700,246000,2014,Oct,9
9745,3,1.5,1280,9600,1.0,0,0,4,7,1280,0,1510,10005,405000,2014,Dec,9
9746,4,1.75,1700,7800,1.0,0,0,5,7,1120,580,1560,7800,349000,2014,May,9
9747,4,2.5,1980,12062,2.0,0,0,3,8,1980,0,2300,7902,374950,2015,Mar,8
9748,3,2.0,1160,7217,1.0,0,0,3,7,1160,0,1870,9104,306000,2014,Jul,9
9749,4,1.75,1980,7840,1.0,0,0,4,7,990,990,1520,8400,416000,2014,Aug,9
9750,3,2.5,1960,12476,2.0,0,0,4,8,1960,0,2450,12177,560000,2014,Jun,9
9751,3,1.5,1270,20700,1.0,0,0,2,7,1150,120,1990,15000,260000,2014,Jun,9
9752,3,2.25,2060,38377,1.0,0,0,4,8,1560,500,2080,60513,306500,2014,May,9
9753,3,1.75,1980,11274,1.0,0,0,4,7,1480,500,1520,8010,299950,2014,Dec,9
9754,3,2.5,1450,8977,1.0,0,0,3,8,1450,0,2410,8850,265500,2015,Apr,8
9755,3,1.5,1200,12000,1.0,0,0,3,7,1200,0,1200,9405,219000,2014,Aug,9
9756,3,1.75,1830,17349,1.0,0,0,3,8,1230,600,1840,11694,365000,2015,May,8
9757,3,2.0,2090,42689,1.5,0,0,3,7,2090,0,1890,18276,499000,2014,May,9
9758,3,1.75,1510,8301,1.0,0,0,3,7,1510,0,1460,7910,366000,2014,Jun,9
9759,3,2.25,1310,1264,3.0,0,0,3,8,1310,0,1330,2183,514950,2015,May,8
9760,4,2.75,3790,10669,2.0,0,0,3,10,3790,0,3750,11634,875000,2014,Jun,9
9761,3,2.25,2240,8800,1.0,0,0,5,8,2240,0,2240,8800,831000,2015,Jan,8
9762,4,3.25,2740,7266,2.0,0,0,3,9,2060,680,3030,6546,689900,2014,May,9
9763,3,2.5,1660,10763,2.0,0,0,3,7,1660,0,2010,7983,315000,2014,Jul,9
9764,3,1.0,1480,7284,1.0,0,0,3,7,970,510,2020,7920,336500,2014,Jun,9
9765,3,2.75,2640,4050,1.5,0,0,5,8,1750,890,1920,3600,1100000,2014,May,9
9766,6,2.0,1900,8057,1.0,0,0,4,7,1170,730,2090,8626,375000,2014,Aug,9
9767,3,2.0,2860,24046,1.0,0,0,3,9,1700,1160,1460,13648,289275,2014,Aug,9
9768,4,3.5,3440,6000,2.0,0,0,4,8,3440,0,1660,7800,455000,2014,Jul,9
9769,3,1.75,1640,10695,1.0,0,2,3,8,1640,0,2790,9775,505000,2014,Jun,9
9770,3,1.0,1450,3350,1.5,0,0,4,7,1450,0,1340,4255,450000,2014,Jul,9
9771,3,2.5,2300,7398,2.0,0,0,3,8,2300,0,2580,6983,567500,2014,Jun,9
9772,3,1.5,1460,8505,1.0,0,0,4,7,1460,0,1580,8505,265000,2014,Oct,9
9773,3,2.0,1570,14992,1.0,0,0,3,8,1570,0,1640,15000,340000,2014,Dec,9
9774,3,2.0,1540,8885,1.5,0,0,5,6,1540,0,1730,5000,375000,2015,Apr,8
9775,6,3.0,3300,4218,2.0,0,0,3,8,2200,1100,1420,4218,920000,2014,Dec,9
9776,4,2.25,2130,11843,2.0,0,0,4,9,2130,0,2380,11643,850000,2014,Jun,9
9777,3,1.0,1010,9750,1.0,0,0,5,7,1010,0,1230,9750,202000,2014,Dec,9
9778,4,3.0,2420,12000,1.0,0,0,3,9,2420,0,3100,13020,725000,2014,Sep,9
9779,3,3.25,3870,33980,2.0,0,0,3,10,3150,720,3590,10750,900000,2015,Feb,8
9780,2,1.5,1960,6000,1.0,0,0,3,8,1210,750,2060,6000,680200,2015,Feb,8
9781,3,1.0,1170,9000,1.0,0,0,4,6,1170,0,1280,8160,216500,2015,Apr,8
9782,3,1.5,1890,7650,1.0,0,0,5,7,1890,0,1510,7560,325000,2014,Dec,9
9783,3,2.5,2250,4134,2.0,0,0,3,9,2250,0,2390,4134,675000,2014,Aug,9
9784,2,0.75,750,16321,1.0,0,1,3,4,750,0,3020,10625,435000,2015,May,8
9785,3,1.75,1610,14000,1.0,0,0,4,7,1050,560,1550,10080,263500,2015,Jan,8
9786,4,2.25,2590,36256,2.0,0,0,3,8,2590,0,2670,35657,550000,2015,May,8
9787,3,2.5,2520,3750,2.0,0,1,4,9,2520,0,2250,6200,875000,2015,Apr,8
9788,4,1.0,1340,8400,1.0,0,0,5,7,1340,0,1120,8400,246600,2015,Apr,8
9789,3,2.25,1460,941,3.0,0,0,3,8,1460,0,1490,1399,337000,2014,Jul,9
9790,3,1.75,1380,7500,1.0,0,0,3,7,1380,0,1530,7500,240000,2014,Nov,9
9791,3,1.75,1510,11120,1.0,0,0,4,8,1510,0,2660,10800,490000,2014,Sep,9
9792,5,2.5,2510,83231,1.0,0,0,4,7,1260,1250,2460,46431,510000,2014,Aug,9
9793,3,1.0,910,8008,1.0,0,0,3,7,910,0,1480,7404,305000,2015,Mar,8
9794,3,2.5,1970,3655,2.0,0,0,3,7,1970,0,1970,2952,350000,2015,Apr,8
9795,3,1.75,1540,6632,1.0,0,0,3,7,1070,470,2510,6618,284200,2015,Feb,8
9796,4,2.5,1980,9757,2.0,0,0,5,7,1980,0,1610,6147,357000,2015,Jan,8
9797,4,2.75,3150,38865,1.0,0,0,3,10,2480,670,3150,35880,854000,2014,Jun,9
9798,4,2.5,4700,49658,2.0,0,0,3,10,4700,0,2870,49658,1180000,2015,Jan,8
9799,3,2.25,2300,15952,1.0,0,0,4,8,1150,1150,2200,14284,1000000,2014,Oct,9
9800,4,2.25,1880,3000,2.0,0,0,3,8,1760,120,1880,3000,616500,2014,Nov,9
9801,4,2.75,2640,3750,2.0,0,0,5,7,1840,800,1690,5000,750000,2014,Nov,9
9802,6,4.5,3900,9100,2.0,0,0,3,8,2870,1030,2080,9216,650000,2014,Oct,9
9803,4,2.25,2670,10050,1.0,0,0,4,8,1420,1250,2190,10050,275000,2014,Jul,9
9804,4,1.75,1840,4280,1.0,0,0,4,7,920,920,1660,4280,540000,2014,Oct,9
9805,3,1.0,1120,10665,1.0,0,0,4,6,1120,0,1240,10639,225000,2014,Aug,9
9806,4,2.5,2970,9072,2.0,0,0,3,10,2970,0,2740,8729,845000,2015,Apr,8
9807,3,2.25,1410,7740,1.0,0,0,5,6,1410,0,1220,7740,490000,2015,Mar,8
9808,4,2.5,3060,8167,2.0,0,0,3,9,3060,0,2930,4800,753000,2014,Dec,9
9809,3,1.75,2490,7210,1.0,0,0,3,7,1290,1200,1610,7210,475000,2015,Feb,8
9810,1,0.75,840,7203,1.5,0,0,3,6,840,0,1560,8603,124000,2014,Oct,9
9811,1,0.75,840,7203,1.5,0,0,3,6,840,0,1560,8603,224000,2015,Apr,8
9812,2,1.0,1130,3800,1.0,0,0,4,7,1130,0,1470,3800,485000,2014,Aug,9
9813,4,1.75,1850,6000,1.0,0,0,4,6,1270,580,1270,6600,230000,2014,Jun,9
9814,4,2.75,2330,14175,1.0,0,0,3,7,1800,530,1480,10125,372000,2014,Nov,9
9815,4,2.5,1880,9426,2.0,0,0,4,7,1880,0,1760,7040,306000,2015,May,8
9816,4,3.5,2980,3000,2.0,0,0,3,9,2340,640,1810,4545,905000,2014,Aug,9
9817,4,1.0,1440,6678,1.0,0,0,3,7,1040,400,1320,6678,440000,2015,Mar,8
9818,3,1.75,1630,10001,1.0,0,0,4,7,1100,530,1630,10001,280000,2015,Apr,8
9819,3,2.5,1778,147823,2.0,0,0,3,7,1778,0,2840,43676,435000,2014,Jul,9
9820,3,2.5,1930,4500,2.0,0,0,3,8,1930,0,1770,4500,425000,2014,Jun,9
9821,2,0.75,1130,11429,1.0,0,0,3,7,1130,0,1550,10700,204950,2014,Aug,9
9822,2,1.75,1650,7500,1.0,0,0,4,7,1000,650,2530,9000,670000,2014,Jul,9
9823,2,1.0,820,2723,1.0,0,0,3,7,820,0,1370,3850,475000,2014,May,9
9824,5,2.5,2900,6650,1.0,0,0,3,7,1450,1450,1600,8246,352000,2015,Mar,8
9825,4,1.75,2330,8800,1.0,0,2,4,7,1260,1070,2270,8800,575000,2015,Apr,8
9826,4,3.5,4440,20668,2.0,0,2,5,10,3240,1200,4240,18650,1730000,2014,Nov,9
9827,3,2.0,1660,5070,2.0,0,3,3,8,1660,0,2440,6664,491000,2014,Oct,9
9828,4,2.5,3020,7465,2.0,0,0,3,9,3020,0,3100,5587,750000,2014,Jul,9
9829,4,2.5,1850,50662,1.0,0,0,3,8,1430,420,2090,10599,830000,2014,May,9
9830,6,3.75,5960,20197,2.0,0,4,3,10,3900,2060,3860,12800,1140000,2015,Jan,8
9831,3,1.0,960,27442,1.0,0,0,4,6,960,0,1100,29019,137124,2014,Jul,9
9832,4,1.0,1150,6000,1.5,0,0,3,6,1150,0,840,3030,225000,2014,Aug,9
9833,4,2.5,2130,7300,1.0,0,0,4,7,1230,900,2130,7560,732600,2014,Jun,9
9834,4,2.25,2460,8001,2.0,0,0,4,8,2460,0,2460,9126,818000,2015,Mar,8
9835,3,2.25,2360,14950,1.0,0,0,4,9,2360,0,2720,14388,431000,2014,Aug,9
9836,2,2.25,1320,1034,3.0,0,0,3,7,1320,0,1330,1206,304000,2014,Oct,9
9837,5,2.0,1910,4667,1.0,0,0,3,7,1010,900,1230,2545,650000,2014,Oct,9
9838,2,2.0,1610,6160,2.0,0,0,4,8,1610,0,1750,6305,450000,2015,Apr,8
9839,4,1.0,1610,8401,1.0,0,0,3,7,1610,0,1610,8401,269000,2014,Aug,9
9840,3,1.0,1160,10732,1.0,0,0,3,7,1160,0,2390,13656,875000,2014,Dec,9
9841,4,2.25,2870,8393,1.0,0,0,4,8,1480,1390,2930,9850,890000,2015,Apr,8
9842,4,2.5,2280,9725,2.0,0,0,3,8,2280,0,2140,8780,565000,2014,Oct,9
9843,2,2.0,1370,1339,2.0,0,0,4,8,1150,220,1370,1339,448175,2015,Mar,8
9844,5,3.0,2970,6500,2.0,0,0,3,9,2970,0,2970,6588,680000,2014,Sep,9
9845,3,1.75,1460,12367,2.0,1,4,4,8,1120,340,1970,18893,629000,2015,Feb,8
9846,3,3.5,1570,1486,2.5,0,0,3,8,1330,240,1610,1486,494000,2015,Apr,8
9847,4,3.0,2880,5500,2.0,0,0,4,9,1920,960,2110,5500,1100000,2015,Jan,8
9848,5,2.5,1900,9460,1.0,0,0,3,7,1190,710,1940,8360,450000,2015,Jan,8
9849,3,1.75,2020,11050,1.0,0,0,4,8,1320,700,1940,11050,330000,2014,Oct,9
9850,4,2.5,3110,11397,2.0,0,3,4,10,3110,0,3110,11586,960000,2014,Aug,9
9851,4,2.5,2390,7056,2.0,0,0,3,9,2390,0,2590,7801,360000,2014,Dec,9
9852,3,2.5,2150,11672,2.0,0,0,3,8,2150,0,2150,5450,378000,2014,Aug,9
9853,3,1.75,1340,6250,1.0,0,0,4,7,1090,250,1550,1755,499950,2014,Sep,9
9854,3,2.5,1990,12866,2.0,0,0,4,7,1990,0,2310,8803,450000,2014,Jul,9
9855,2,2.0,1600,5969,1.0,0,0,4,7,800,800,1520,5969,523500,2014,Aug,9
9856,3,2.5,2680,43995,2.0,0,0,3,9,2680,0,2520,37277,600000,2014,Dec,9
9857,3,2.5,2080,4828,2.0,0,0,3,8,2080,0,2190,4620,290000,2014,Jun,9
9858,3,3.25,1340,5434,2.0,0,0,3,7,1340,0,1670,6203,176000,2015,Feb,8
9859,3,2.0,2590,3750,1.5,0,0,5,7,1790,800,2440,4000,885000,2014,Sep,9
9860,2,1.75,1240,3000,1.5,0,0,3,7,1240,0,1800,4080,483000,2014,Jun,9
9861,3,1.0,1310,7125,1.0,0,0,4,7,1310,0,1650,7290,240000,2015,May,8
9862,4,2.25,2530,5200,1.0,0,1,4,8,1530,1000,2240,5200,720000,2014,Sep,9
9863,4,2.5,1780,5822,2.0,0,0,3,7,1780,0,1990,4092,311000,2014,Nov,9
9864,3,2.0,1600,7995,1.0,0,0,3,7,1600,0,2440,6900,332500,2015,Jan,8
9865,3,1.75,1570,15330,1.0,0,0,3,7,1080,490,1250,13330,164950,2014,Jun,9
9866,3,1.75,1570,15330,1.0,0,0,3,7,1080,490,1250,13330,371000,2015,Mar,8
9867,3,1.75,1650,16200,1.0,0,0,3,7,1650,0,1650,8680,264500,2015,Jan,8
9868,4,2.25,2920,6513,2.0,0,0,4,9,2260,660,4510,9248,1740000,2014,Jul,9
9869,2,1.0,870,4280,1.0,0,2,4,6,870,0,1750,4280,503000,2015,Mar,8
9870,4,2.5,2830,5010,2.0,0,0,3,9,2170,660,1880,5739,738000,2014,Oct,9
9871,2,1.0,980,3350,1.0,0,0,4,7,980,0,1260,4000,393000,2014,Sep,9
9872,2,1.0,990,45528,1.0,0,0,4,7,990,0,1730,45528,280000,2015,Apr,8
9873,4,2.5,2360,9647,1.0,0,2,3,8,1530,830,2580,9680,260000,2015,Mar,8
9874,2,1.0,1000,4640,1.0,0,2,3,7,1000,0,1940,5800,505000,2015,Apr,8
9875,3,1.5,1660,8000,1.0,0,0,4,7,1120,540,1900,7500,241000,2015,Jan,8
9876,3,1.75,1520,9605,1.0,0,0,3,7,1520,0,2040,9900,530000,2015,Mar,8
9877,1,1.0,1180,4000,1.5,0,2,4,8,840,340,1420,4000,713000,2014,Aug,9
9878,3,1.75,1770,10125,2.0,0,0,3,7,1770,0,1680,9825,487000,2014,Jul,9
9879,2,1.0,980,5393,1.0,0,0,3,6,980,0,980,5200,128000,2014,Nov,9
9880,3,1.0,1840,10178,1.0,0,0,3,7,1040,800,2040,10660,210500,2014,Nov,9
9881,3,2.5,1810,7210,1.0,0,0,5,7,1210,600,1770,7210,420000,2015,Jan,8
9882,3,2.5,1780,4320,2.0,0,0,4,8,1780,0,1690,4952,679000,2014,Oct,9
9883,4,2.75,2840,4227,3.0,0,0,3,9,2840,0,2880,4227,784950,2014,Dec,9
9884,4,2.5,2650,6366,2.0,0,0,3,9,2650,0,2650,6200,352000,2014,Nov,9
9885,3,1.5,1270,1318,2.0,0,0,3,7,1080,190,1360,1488,386000,2014,Jun,9
9886,3,1.75,1260,17000,1.0,0,0,3,7,1260,0,1540,7213,335000,2015,Apr,8
9887,3,2.0,1750,15500,1.0,0,0,3,7,1490,260,2450,50094,472500,2014,Jun,9
9888,5,2.25,2680,13292,1.0,0,0,3,8,1340,1340,2220,13181,599950,2014,Nov,9
9889,4,3.25,3830,6765,2.0,0,0,3,9,3830,0,3830,6507,963990,2014,Jul,9
9890,3,2.0,1610,3600,2.0,0,2,5,8,1610,0,2540,6600,735000,2014,Sep,9
9891,3,4.25,3840,9751,2.0,0,0,3,10,3840,0,3230,7189,858450,2015,Mar,8
9892,5,2.75,2670,4000,2.0,0,0,4,7,1800,870,2460,4000,665000,2015,May,8
9893,3,2.5,2000,7414,2.0,0,0,4,7,2000,0,2000,7414,290000,2014,Jul,9
9894,2,1.0,860,4320,1.0,0,0,3,7,860,0,980,6000,250000,2015,Apr,8
9895,3,1.75,1420,7205,1.0,0,0,3,7,1420,0,1690,7405,192500,2014,Oct,9
9896,4,2.0,2060,13400,1.0,0,2,4,8,2060,0,1950,10370,350000,2014,Aug,9
9897,4,2.5,2790,9910,2.0,0,0,3,8,2790,0,2590,9910,518000,2015,Mar,8
9898,4,1.0,1410,3376,1.5,0,0,5,7,1410,0,1040,3600,563000,2014,Jul,9
9899,4,3.0,2420,9566,2.0,0,0,3,7,2420,0,2420,9135,375000,2014,Oct,9
9900,3,2.5,1460,1319,3.0,0,0,3,8,1460,0,1430,1530,400000,2015,Feb,8
9901,5,1.75,2460,16000,1.0,0,0,3,7,1230,1230,1990,16000,240000,2014,Oct,9
9902,2,1.0,1000,5120,1.0,0,0,3,6,1000,0,1940,4300,317500,2014,Sep,9
9903,5,4.0,4420,36342,2.0,0,0,5,10,2740,1680,3720,37034,1320000,2015,Feb,8
9904,3,1.0,1240,239144,1.0,0,0,3,6,1240,0,1990,109335,234000,2014,Nov,9
9905,3,2.5,1740,13750,2.0,0,0,4,9,1740,0,2540,14300,645000,2014,May,9
9906,2,1.0,1280,4840,1.0,0,0,3,7,1200,80,1860,5500,649000,2015,Mar,8
9907,4,2.5,2520,3980,2.0,0,0,3,8,2520,0,2580,3980,605000,2015,Apr,8
9908,3,3.5,1500,1471,3.0,0,0,3,7,1500,0,1500,1445,337900,2014,Aug,9
9909,3,2.75,2490,3600,2.0,0,0,3,8,2290,200,1880,3600,535000,2015,Feb,8
9910,4,1.0,1530,5684,1.0,0,0,3,7,1130,400,1540,6095,325000,2014,Sep,9
9911,4,2.25,1740,10875,1.0,0,0,3,8,1740,0,1680,10701,429950,2014,Dec,9
9912,3,2.5,3550,32807,2.0,0,0,3,9,3550,0,3270,35001,775000,2015,Apr,8
9913,2,1.0,1280,6000,1.0,0,0,3,7,1280,0,2460,4800,650000,2014,Jul,9
9914,4,2.25,2320,13114,2.0,0,0,5,8,2320,0,2740,15000,1200000,2015,May,8
9915,2,1.0,1140,10404,1.0,0,0,3,5,1140,0,2200,11550,275000,2014,Sep,9
9916,4,3.5,3930,16970,2.0,0,0,3,9,3930,0,2740,17219,575000,2014,Jul,9
9917,3,2.5,2370,16455,1.0,0,0,5,7,1640,730,2170,15551,540000,2014,Aug,9
9918,3,1.75,2340,4206,1.0,0,0,5,7,1170,1170,1360,4725,640000,2014,Jun,9
9919,3,1.5,1240,9125,1.0,0,0,4,7,1240,0,1670,9125,275000,2014,Sep,9
9920,4,2.5,2740,10533,2.0,0,0,3,9,2740,0,2760,8603,672800,2014,Jul,9
